ACCOUNT_ID,DEFAULT_FLAG,COLLATERAL_TYPE,SENIORITY,SECTOR,REGION,ECONOMIC_SEGMENT,EXPOSURE_AT_DEFAULT,COLLATERAL_VALUE,DAYS_PAST_DUE,INTEREST_RATE,RECOVERY_TIME_MONTHS,GUARANTEE_FLAG,LTV_RATIO,LGD_OBS,RECOVERY_RATE,LGD_MODEL_PRED
A0658,0,Mortgage,Subordinated,SME,West,Near-Prime,726097.0,230903.0,409,8.0,21,0,3.0,0.854,0.146,0.839
A0659,0,Mortgage,Senior,SME,East,Prime,144696.0,157217.0,210,8.6,16,1,0.92,0.188,0.812,0.192
A0660,0,Vehicle,Senior,Corporate,North,Prime,837718.0,290484.0,665,6.21,19,0,2.88,0.533,0.467,0.502
A0661,0,Corporate,Senior,SME,North,Near-Prime,163238.0,364945.0,292,11.78,29,1,0.45,0.13,0.87,0.133
A0662,1,Vehicle,Subordinated,SME,East,Prime,308164.0,205466.0,114,9.64,18,1,1.5,0.424,0.576,0.404
A0663,0,None,Senior,Retail,South,Prime,256487.0,314610.0,669,3.51,16,0,0.82,0.467,0.533,0.45
A0664,0,Vehicle,Senior,Retail,North,Prime,378584.0,349656.0,258,7.79,1,0,1.08,0.36,0.64,0.386
A0665,0,None,Senior,SME,East,Prime,262117.0,355561.0,121,15.16,2,0,0.74,0.482,0.518,0.483
A0666,0,None,Senior,SME,South,Subprime,494061.0,25983.0,298,13.35,15,1,3.0,0.618,0.382,0.6
A0667,0,Mortgage,Senior,Corporate,West,Prime,413334.0,429874.0,380,13.87,28,0,0.96,0.342,0.658,0.346
A0668,0,None,Senior,Retail,East,Prime,986704.0,229127.0,560,13.47,1,0,3.0,0.665,0.335,0.636
A0669,0,Mortgage,Senior,Retail,North,Prime,65367.0,131208.0,500,7.66,5,1,0.5,0.205,0.795,0.213
A0670,0,Corporate,Senior,SME,West,Near-Prime,150760.0,120882.0,296,4.49,22,0,1.25,0.362,0.638,0.384
A0671,0,Mortgage,Senior,Retail,South,Prime,62298.0,241507.0,361,7.09,13,1,0.26,0.147,0.853,0.16
A0672,1,None,Senior,Retail,South,Near-Prime,629583.0,443416.0,588,15.48,1,1,1.42,0.321,0.679,0.364
A0673,0,None,Senior,Corporate,East,Prime,63964.0,189174.0,462,17.71,16,0,0.34,0.416,0.584,0.377
A0674,0,Corporate,Senior,Retail,East,Prime,838075.0,374863.0,437,10.41,22,1,2.24,0.455,0.545,0.458
A0675,0,Corporate,Subordinated,SME,East,Prime,516819.0,48409.0,126,3.15,32,1,3.0,0.601,0.399,0.574
A0676,1,Mortgage,Senior,Retail,South,Subprime,531738.0,238028.0,196,5.1,16,0,2.23,0.552,0.448,0.549
A0677,0,Mortgage,Senior,Retail,West,Subprime,565979.0,495843.0,220,7.83,15,0,1.14,0.51,0.49,0.51
A0678,0,Vehicle,Senior,Retail,South,Prime,179106.0,385219.0,90,11.68,12,0,0.46,0.312,0.688,0.358
A0679,1,Mortgage,Senior,Corporate,North,Near-Prime,205713.0,105264.0,410,4.13,1,0,1.95,0.602,0.398,0.601
A0680,1,Corporate,Senior,Retail,South,Subprime,325629.0,250721.0,7,17.15,17,1,1.3,0.256,0.744,0.254
A0681,1,Mortgage,Senior,Corporate,North,Prime,597561.0,116812.0,543,8.48,28,0,3.0,0.471,0.529,0.491
A0682,0,None,Subordinated,Retail,West,Subprime,218017.0,204780.0,467,16.69,7,0,1.06,0.863,0.137,0.862
A0683,0,Corporate,Senior,Corporate,East,Prime,125168.0,390042.0,319,14.71,9,0,0.32,0.359,0.641,0.396
A0684,0,Corporate,Senior,Retail,East,Subprime,970416.0,385612.0,393,14.33,22,0,2.52,0.708,0.292,0.721
A0685,1,Mortgage,Senior,SME,South,Near-Prime,31762.0,114050.0,268,12.1,26,1,0.28,0.176,0.824,0.193
A0686,0,None,Senior,SME,East,Subprime,804670.0,461112.0,190,12.4,12,1,1.75,0.538,0.462,0.501
A0687,0,None,Senior,Corporate,West,Near-Prime,790155.0,296284.0,674,12.57,7,0,2.67,0.75,0.25,0.79
A0688,0,Vehicle,Senior,Retail,East,Prime,304242.0,189962.0,60,12.43,15,0,1.6,0.529,0.471,0.516
A0689,1,Corporate,Senior,Retail,South,Subprime,144270.0,250968.0,437,11.31,21,0,0.57,0.536,0.464,0.536
A0690,0,Corporate,Senior,Retail,West,Prime,154172.0,302536.0,263,17.8,14,0,0.51,0.332,0.668,0.319
A0691,0,Mortgage,Senior,Corporate,North,Prime,700457.0,279945.0,94,13.98,2,0,2.5,0.539,0.461,0.519
A0692,0,Vehicle,Senior,SME,South,Near-Prime,646379.0,243203.0,552,14.65,8,0,2.66,0.509,0.491,0.485
A0693,0,Mortgage,Senior,Corporate,North,Near-Prime,784918.0,252466.0,469,16.09,6,1,3.0,0.325,0.675,0.327
A0694,0,Mortgage,Senior,Retail,West,Subprime,938106.0,88206.0,660,6.23,33,0,3.0,0.612,0.388,0.573
A0695,0,Mortgage,Subordinated,Retail,South,Prime,695008.0,406366.0,715,4.26,6,1,1.71,0.659,0.341,0.654
A0696,0,Mortgage,Senior,Retail,South,Near-Prime,164293.0,270880.0,513,10.24,26,0,0.61,0.283,0.717,0.304
A0697,0,Mortgage,Senior,Public,West,Near-Prime,251008.0,65540.0,689,10.71,14,0,3.0,0.59,0.41,0.603
A0698,0,Mortgage,Senior,SME,East,Prime,843772.0,383079.0,193,15.44,8,1,2.2,0.391,0.609,0.4
A0699,0,None,Subordinated,Corporate,South,Prime,217213.0,466222.0,481,9.66,13,0,0.47,0.819,0.181,0.801
A0700,0,Vehicle,Subordinated,Retail,South,Prime,81797.0,473653.0,335,11.56,13,1,0.17,0.402,0.598,0.37
A0701,0,None,Senior,SME,North,Prime,706247.0,184509.0,434,10.91,28,0,3.0,0.649,0.351,0.67
A0702,0,Vehicle,Subordinated,SME,East,Subprime,408501.0,67758.0,195,3.57,18,0,3.0,0.891,0.109,0.882
A0703,0,Mortgage,Senior,Retail,North,Near-Prime,920840.0,259200.0,248,12.23,19,1,3.0,0.38,0.62,0.378
A0704,0,Vehicle,Senior,Corporate,North,Near-Prime,653753.0,56305.0,497,15.42,32,0,3.0,0.554,0.446,0.55
A0705,0,Vehicle,Subordinated,Corporate,East,Subprime,99515.0,466994.0,211,5.36,22,1,0.21,0.518,0.482,0.531
A0706,1,Mortgage,Subordinated,Corporate,East,Prime,948378.0,91790.0,664,11.91,2,1,3.0,0.668,0.332,0.705
A0707,0,Corporate,Senior,Corporate,West,Subprime,265972.0,126383.0,669,11.9,13,0,2.1,0.679,0.321,0.708
A0708,1,Mortgage,Senior,Retail,East,Prime,343840.0,203318.0,465,5.46,23,0,1.69,0.56,0.44,0.513
A0709,0,Corporate,Senior,Retail,South,Subprime,408238.0,191582.0,650,4.85,25,0,2.13,0.558,0.442,0.552
A0710,0,Corporate,Senior,Public,East,Prime,60712.0,397331.0,220,17.7,28,0,0.15,0.311,0.689,0.284
A0711,1,Mortgage,Subordinated,Retail,West,Subprime,501550.0,228158.0,272,8.91,11,1,2.2,0.68,0.32,0.699
A0712,0,Mortgage,Senior,Corporate,West,Prime,132085.0,85384.0,153,6.41,33,0,1.55,0.451,0.549,0.451
A0713,0,Corporate,Senior,Corporate,West,Prime,406961.0,133605.0,248,5.57,24,0,3.0,0.495,0.505,0.507
A0714,0,Vehicle,Senior,SME,East,Near-Prime,357203.0,254557.0,278,13.01,2,1,1.4,0.137,0.863,0.129
A0715,0,Mortgage,Senior,Public,East,Prime,775112.0,73727.0,439,12.14,30,0,3.0,0.545,0.455,0.524
A0716,1,None,Senior,Retail,North,Near-Prime,805139.0,305828.0,275,12.65,17,1,2.63,0.525,0.475,0.508
A0717,1,Mortgage,Senior,Retail,North,Prime,161879.0,282874.0,513,4.32,34,0,0.57,0.34,0.66,0.309
A0718,1,Corporate,Subordinated,Retail,South,Near-Prime,372886.0,357351.0,87,16.4,22,1,1.04,0.412,0.588,0.387
A0719,0,None,Subordinated,SME,North,Prime,379620.0,468852.0,641,8.84,5,0,0.81,0.729,0.271,0.7
A0720,1,Mortgage,Senior,Retail,South,Prime,159896.0,456127.0,504,7.7,16,0,0.35,0.352,0.648,0.331
A0721,1,Mortgage,Subordinated,Retail,West,Prime,800469.0,473038.0,589,9.94,13,0,1.69,0.823,0.177,0.801
A0722,0,Mortgage,Subordinated,Corporate,North,Prime,710156.0,122358.0,240,8.85,26,0,3.0,0.874,0.126,0.882
A0723,0,Mortgage,Subordinated,Corporate,East,Prime,198478.0,65783.0,652,15.95,31,1,3.0,0.574,0.426,0.581
A0724,1,Mortgage,Senior,Retail,North,Prime,373055.0,151138.0,674,16.94,23,0,2.47,0.557,0.443,0.565
A0725,0,Corporate,Senior,Retail,South,Prime,114747.0,447543.0,235,7.55,12,1,0.26,0.193,0.807,0.216
A0726,1,Mortgage,Senior,Corporate,North,Prime,631925.0,486027.0,127,15.96,14,0,1.3,0.278,0.722,0.276
A0727,0,Vehicle,Senior,Retail,West,Near-Prime,130158.0,429662.0,502,14.72,18,0,0.3,0.45,0.55,0.434
A0728,1,None,Senior,Retail,East,Subprime,986075.0,55009.0,199,16.96,27,0,3.0,0.859,0.141,0.903
A0729,0,Corporate,Senior,Retail,South,Prime,782875.0,473714.0,542,6.69,28,0,1.65,0.464,0.536,0.482
A0730,0,Corporate,Senior,SME,East,Near-Prime,396336.0,211679.0,501,11.65,18,0,1.87,0.569,0.431,0.572
A0731,0,Mortgage,Senior,Retail,East,Near-Prime,582778.0,4655.0,649,7.12,16,0,3.0,0.522,0.478,0.524
A0732,1,Corporate,Senior,Public,South,Prime,912228.0,221197.0,491,15.36,16,1,3.0,0.33,0.67,0.336
A0733,0,Vehicle,Senior,SME,East,Near-Prime,558558.0,23035.0,20,3.08,13,0,3.0,0.568,0.432,0.564
A0734,0,Vehicle,Subordinated,SME,East,Prime,182754.0,271939.0,233,11.47,29,0,0.67,0.653,0.347,0.656
A0735,0,Mortgage,Subordinated,Retail,North,Near-Prime,384916.0,169277.0,713,8.09,9,0,2.27,0.777,0.223,0.787
A0736,1,None,Subordinated,SME,East,Prime,844713.0,236717.0,642,7.84,26,0,3.0,0.927,0.073,0.912
A0737,0,Vehicle,Subordinated,SME,East,Near-Prime,647771.0,306585.0,415,12.67,28,1,2.11,0.619,0.381,0.586
A0738,1,Mortgage,Senior,Corporate,East,Near-Prime,654217.0,434401.0,147,15.77,13,0,1.51,0.579,0.421,0.537
A0739,0,Mortgage,Subordinated,Corporate,East,Prime,868153.0,330951.0,28,12.14,9,0,2.62,0.75,0.25,0.768
A0740,0,Vehicle,Senior,SME,South,Prime,895033.0,217024.0,360,15.8,14,0,3.0,0.636,0.364,0.604
A0741,0,Corporate,Senior,Corporate,West,Subprime,920595.0,409714.0,307,6.97,12,0,2.25,0.618,0.382,0.627
A0742,0,Corporate,Senior,Corporate,North,Prime,103901.0,452791.0,161,10.79,32,0,0.23,0.398,0.602,0.375
A0743,1,Corporate,Senior,Corporate,East,Near-Prime,548685.0,59880.0,60,9.76,3,0,3.0,0.573,0.427,0.55
A0744,0,Mortgage,Senior,Retail,East,Subprime,743104.0,265966.0,124,3.17,16,0,2.79,0.68,0.32,0.666
A0745,0,Vehicle,Senior,Retail,South,Near-Prime,759358.0,142256.0,455,11.35,20,0,3.0,0.519,0.481,0.523
A0746,1,Vehicle,Subordinated,Retail,West,Near-Prime,610649.0,23531.0,70,12.92,32,1,3.0,0.514,0.486,0.488
A0747,0,Mortgage,Senior,SME,East,Near-Prime,175119.0,334273.0,465,11.88,23,0,0.52,0.349,0.651,0.337
A0748,0,Mortgage,Senior,SME,South,Subprime,799446.0,431385.0,242,14.04,17,1,1.85,0.449,0.551,0.448
A0749,1,Corporate,Subordinated,SME,North,Prime,722910.0,81451.0,489,11.57,16,0,3.0,0.752,0.248,0.728
A0750,0,Mortgage,Senior,Corporate,North,Prime,95274.0,406207.0,220,4.0,8,1,0.23,0.196,0.804,0.225
A0751,0,Vehicle,Senior,Corporate,East,Prime,469172.0,426698.0,472,4.75,19,0,1.1,0.347,0.653,0.313
A0752,1,Mortgage,Senior,Corporate,East,Subprime,182238.0,457170.0,532,11.95,30,0,0.4,0.41,0.59,0.406
A0753,0,Mortgage,Senior,Retail,West,Near-Prime,344102.0,132643.0,493,7.12,34,0,2.59,0.579,0.421,0.604
A0754,0,Mortgage,Senior,SME,West,Prime,27900.0,451977.0,81,4.19,14,0,0.06,0.381,0.619,0.355
A0755,0,None,Subordinated,Retail,East,Subprime,406327.0,160331.0,521,9.44,22,0,2.53,1.0,0.0,0.998
A0756,1,Corporate,Senior,Retail,South,Prime,554378.0,276169.0,11,11.31,17,0,2.01,0.612,0.388,0.615
A0757,0,None,Senior,Retail,West,Prime,623387.0,25254.0,262,7.93,15,0,3.0,0.812,0.188,0.796
A0758,0,Vehicle,Subordinated,Retail,East,Near-Prime,666855.0,21941.0,656,13.81,32,0,3.0,0.745,0.255,0.743
A0759,1,Mortgage,Senior,SME,West,Prime,837928.0,360187.0,448,12.66,13,0,2.33,0.541,0.459,0.552
A0760,1,Vehicle,Senior,Corporate,East,Subprime,223308.0,222240.0,191,7.99,21,1,1.0,0.267,0.733,0.258
A0761,0,Vehicle,Senior,Retail,North,Prime,129277.0,128146.0,113,14.32,33,0,1.01,0.464,0.536,0.479
A0762,0,Corporate,Senior,Corporate,East,Subprime,853022.0,95207.0,25,12.73,27,0,3.0,0.613,0.387,0.621
A0763,0,Mortgage,Senior,SME,North,Near-Prime,165047.0,334977.0,498,12.56,35,0,0.49,0.303,0.697,0.291
A0764,1,Vehicle,Senior,Retail,West,Prime,975012.0,201.0,507,11.3,16,0,3.0,0.503,0.497,0.526
A0765,0,Mortgage,Senior,SME,East,Subprime,844113.0,402946.0,544,3.17,28,0,2.09,0.711,0.289,0.696
A0766,0,Mortgage,Subordinated,Retail,West,Near-Prime,505868.0,39625.0,61,13.45,34,1,3.0,0.565,0.435,0.582
A0767,1,Corporate,Senior,SME,North,Prime,981607.0,95745.0,228,8.64,1,0,3.0,0.507,0.493,0.493
A0768,1,Vehicle,Senior,SME,East,Prime,106403.0,193118.0,606,17.14,31,0,0.55,0.362,0.638,0.356
A0769,0,Mortgage,Senior,Retail,West,Subprime,310035.0,242429.0,34,15.27,33,0,1.28,0.465,0.535,0.462
A0770,1,Mortgage,Senior,Retail,North,Prime,641842.0,177498.0,704,11.82,33,0,3.0,0.604,0.396,0.611
A0771,0,Vehicle,Senior,SME,West,Prime,356507.0,160356.0,455,6.78,18,1,2.22,0.355,0.645,0.307
A0772,1,Corporate,Senior,Corporate,South,Prime,929089.0,481958.0,587,6.06,23,1,1.93,0.362,0.638,0.371
A0773,0,None,Subordinated,Retail,North,Prime,74970.0,320790.0,501,8.11,23,0,0.23,0.745,0.255,0.743
A0774,0,None,Senior,Corporate,North,Near-Prime,553918.0,11716.0,594,10.15,15,0,3.0,0.635,0.365,0.641
A0775,1,Corporate,Senior,SME,North,Prime,594958.0,215088.0,24,7.44,26,0,2.77,0.54,0.46,0.55
A0776,0,Mortgage,Senior,Corporate,East,Prime,656201.0,437504.0,568,10.72,30,0,1.5,0.353,0.647,0.361
A0777,0,Corporate,Senior,Corporate,East,Prime,263110.0,150728.0,31,5.48,25,0,1.75,0.528,0.472,0.488
A0778,1,Vehicle,Senior,SME,East,Prime,370921.0,47278.0,11,17.67,16,1,3.0,0.272,0.728,0.251
A0779,1,Mortgage,Senior,SME,South,Subprime,845244.0,379192.0,318,4.62,14,0,2.23,0.593,0.407,0.6
A0780,0,Corporate,Senior,Corporate,South,Prime,202993.0,303007.0,603,16.98,17,0,0.67,0.348,0.652,0.352
A0781,0,Mortgage,Senior,Retail,North,Subprime,828599.0,285156.0,0,16.7,12,0,2.91,0.697,0.303,0.681
A0782,0,None,Subordinated,Retail,South,Prime,567029.0,26788.0,434,10.88,29,1,3.0,0.834,0.166,0.849
A0783,0,Vehicle,Subordinated,Retail,West,Prime,764566.0,70250.0,135,13.87,32,0,3.0,0.791,0.209,0.786
A0784,0,Corporate,Subordinated,Corporate,North,Subprime,716471.0,311275.0,195,9.54,24,1,2.3,0.664,0.336,0.682
A0785,0,Corporate,Subordinated,Corporate,North,Prime,215436.0,103912.0,132,12.45,13,0,2.07,0.781,0.219,0.805
A0786,1,None,Senior,Retail,West,Near-Prime,573125.0,252035.0,85,8.11,20,0,2.27,0.648,0.352,0.654
A0787,0,Corporate,Subordinated,SME,North,Subprime,869046.0,272441.0,475,7.52,15,1,3.0,0.739,0.261,0.75
A0788,0,Corporate,Senior,SME,South,Prime,437795.0,141754.0,323,11.67,4,1,3.0,0.457,0.543,0.445
A0789,0,Mortgage,Subordinated,Retail,East,Prime,966925.0,474213.0,179,10.47,34,0,2.04,0.765,0.235,0.783
A0790,1,Vehicle,Subordinated,Public,West,Near-Prime,457693.0,421232.0,515,11.69,28,0,1.09,0.54,0.46,0.544
A0791,0,Mortgage,Senior,Retail,South,Prime,151358.0,361187.0,637,7.3,2,1,0.42,0.2,0.8,0.194
A0792,0,Corporate,Subordinated,Retail,West,Prime,395540.0,38997.0,174,8.5,30,0,3.0,0.816,0.184,0.792
A0793,0,Vehicle,Senior,SME,West,Prime,952185.0,53065.0,20,4.26,26,0,3.0,0.567,0.433,0.557
A0794,0,Corporate,Senior,Corporate,North,Prime,326524.0,246391.0,104,3.78,26,1,1.33,0.229,0.771,0.207
A0795,0,Mortgage,Senior,Retail,North,Near-Prime,869417.0,80357.0,577,6.8,20,0,3.0,0.482,0.518,0.497
A0796,1,Mortgage,Senior,SME,South,Prime,882438.0,489133.0,442,4.11,28,0,1.8,0.48,0.52,0.504
A0797,1,Corporate,Senior,SME,West,Prime,356685.0,79260.0,48,4.56,20,0,3.0,0.542,0.458,0.56
A0798,0,Mortgage,Senior,Retail,North,Near-Prime,92425.0,243734.0,527,15.19,11,0,0.38,0.353,0.647,0.403
A0799,0,Mortgage,Subordinated,Retail,North,Prime,727312.0,182061.0,144,3.58,10,0,3.0,0.782,0.218,0.773
A0800,1,Mortgage,Senior,SME,West,Prime,318397.0,319693.0,339,12.88,23,0,1.0,0.473,0.527,0.485
A0801,1,None,Subordinated,Retail,South,Near-Prime,785094.0,64518.0,353,7.09,19,0,3.0,0.934,0.066,0.91
A0802,0,Corporate,Subordinated,Corporate,South,Prime,448228.0,215158.0,74,16.07,18,0,2.08,0.772,0.228,0.768
A0803,0,Mortgage,Subordinated,Corporate,West,Near-Prime,490414.0,137353.0,577,10.27,27,0,3.0,0.806,0.194,0.776
A0804,0,Mortgage,Subordinated,Public,South,Subprime,780130.0,443876.0,636,7.58,6,0,1.76,0.949,0.051,0.96
A0805,0,Mortgage,Senior,Retail,North,Prime,388540.0,20293.0,318,10.76,10,1,3.0,0.314,0.686,0.307
A0806,1,Corporate,Subordinated,Public,West,Near-Prime,448696.0,456864.0,86,8.73,2,0,0.98,0.593,0.407,0.552
A0807,1,Corporate,Subordinated,SME,North,Prime,382429.0,416497.0,552,11.46,24,1,0.92,0.45,0.55,0.436
A0808,1,Mortgage,Senior,Retail,East,Prime,373667.0,148785.0,697,4.72,28,0,2.51,0.603,0.397,0.639
A0809,0,Mortgage,Senior,Retail,East,Subprime,530687.0,394645.0,41,17.95,28,1,1.34,0.261,0.739,0.269
A0810,0,Mortgage,Senior,Retail,South,Subprime,810711.0,15607.0,92,9.38,2,0,3.0,0.771,0.229,0.786
A0811,1,Corporate,Senior,SME,East,Prime,368151.0,483433.0,696,8.22,5,0,0.76,0.449,0.551,0.452
A0812,1,Corporate,Senior,SME,North,Near-Prime,529012.0,263297.0,506,13.65,11,1,2.01,0.28,0.72,0.276
A0813,0,Mortgage,Senior,Retail,East,Subprime,674020.0,151641.0,528,8.46,10,1,3.0,0.365,0.635,0.365
A0814,1,Mortgage,Senior,SME,North,Subprime,276745.0,181292.0,264,15.5,2,0,1.53,0.69,0.31,0.695
A0815,1,Mortgage,Senior,Retail,South,Near-Prime,284748.0,33203.0,625,9.81,15,1,3.0,0.418,0.582,0.396
A0816,0,None,Subordinated,SME,South,Prime,934079.0,494675.0,291,13.79,7,0,1.89,0.939,0.061,0.954
A0817,0,Mortgage,Senior,Retail,North,Prime,726299.0,19646.0,463,4.61,20,1,3.0,0.325,0.675,0.347
A0818,0,Corporate,Senior,Corporate,East,Subprime,581415.0,327454.0,559,15.69,34,0,1.78,0.609,0.391,0.605
A0819,0,Corporate,Senior,Corporate,South,Prime,651243.0,221368.0,96,14.04,35,0,2.94,0.492,0.508,0.482
A0820,0,Mortgage,Senior,SME,West,Near-Prime,39006.0,474458.0,94,6.18,34,0,0.08,0.407,0.593,0.392
A0821,1,Mortgage,Subordinated,Retail,South,Prime,621922.0,123000.0,325,5.18,22,0,3.0,0.781,0.219,0.816
A0822,0,Mortgage,Senior,Retail,East,Prime,514414.0,266043.0,73,7.74,31,1,1.93,0.365,0.635,0.356
A0823,0,Corporate,Senior,Corporate,West,Prime,550292.0,241178.0,335,17.64,23,0,2.28,0.459,0.541,0.472
A0824,0,Corporate,Senior,Retail,East,Subprime,365830.0,351433.0,67,6.85,19,0,1.04,0.5,0.5,0.496
A0825,0,Corporate,Senior,Retail,North,Prime,90659.0,34005.0,76,9.84,4,0,2.67,0.579,0.421,0.574
A0826,1,Vehicle,Subordinated,Retail,West,Near-Prime,201406.0,96895.0,207,3.45,24,0,2.08,0.733,0.267,0.718
A0827,0,Mortgage,Senior,SME,East,Prime,951237.0,107282.0,220,8.96,20,0,3.0,0.563,0.437,0.544
A0828,0,None,Senior,SME,West,Prime,414613.0,369075.0,261,11.57,28,0,1.12,0.5,0.5,0.515
A0829,1,Corporate,Senior,Corporate,East,Prime,472016.0,94569.0,409,17.3,17,1,3.0,0.327,0.673,0.307
A0830,0,Mortgage,Senior,Retail,West,Near-Prime,62183.0,286746.0,330,10.75,19,0,0.22,0.205,0.795,0.214
A0831,0,None,Senior,Retail,East,Prime,47191.0,107622.0,343,15.29,35,0,0.44,0.467,0.533,0.469
A0832,0,Corporate,Senior,Corporate,North,Prime,720010.0,430812.0,73,11.21,32,1,1.67,0.365,0.635,0.38
A0833,0,Vehicle,Senior,Corporate,West,Prime,542714.0,471093.0,636,3.61,35,0,1.15,0.323,0.677,0.311
A0834,0,Corporate,Senior,Retail,West,Prime,513619.0,259246.0,699,7.73,30,1,1.98,0.339,0.661,0.361
A0835,0,Corporate,Senior,SME,West,Subprime,250693.0,176154.0,253,11.63,17,1,1.42,0.325,0.675,0.322
A0836,0,Corporate,Subordinated,Retail,West,Subprime,747303.0,117029.0,331,17.26,29,0,3.0,0.896,0.104,0.948
A0837,1,Mortgage,Subordinated,Corporate,North,Prime,176554.0,24891.0,397,15.89,6,0,3.0,0.695,0.305,0.663
A0838,0,Mortgage,Senior,Retail,West,Near-Prime,198035.0,134250.0,344,6.43,17,0,1.48,0.341,0.659,0.39
A0839,0,None,Subordinated,Corporate,South,Subprime,466105.0,327118.0,583,6.3,17,0,1.42,0.855,0.145,0.852
A0840,0,Mortgage,Senior,SME,North,Prime,293417.0,266808.0,667,6.02,14,1,1.1,0.109,0.891,0.113
A0841,0,Mortgage,Senior,SME,South,Subprime,254988.0,472021.0,454,16.84,24,0,0.54,0.487,0.513,0.475
A0842,0,Vehicle,Subordinated,Retail,West,Subprime,648785.0,198139.0,114,15.79,32,0,3.0,0.827,0.173,0.796
A0843,0,Vehicle,Subordinated,SME,East,Prime,654462.0,346932.0,312,14.62,14,0,1.89,0.793,0.207,0.782
A0844,1,Corporate,Subordinated,SME,South,Prime,826272.0,244661.0,227,8.89,27,0,3.0,0.726,0.274,0.719
A0845,0,None,Senior,Retail,West,Subprime,423531.0,256288.0,244,10.57,19,0,1.65,0.785,0.215,0.789
A0846,0,Mortgage,Senior,SME,South,Near-Prime,82354.0,133887.0,525,9.96,31,1,0.62,0.185,0.815,0.207
A0847,0,Mortgage,Subordinated,Public,West,Prime,280930.0,227475.0,527,6.8,9,0,1.23,0.592,0.408,0.596
A0848,1,Mortgage,Senior,SME,West,Prime,980205.0,235392.0,426,10.58,17,0,3.0,0.539,0.461,0.543
A0849,0,None,Senior,Corporate,West,Prime,600296.0,353321.0,41,3.46,19,0,1.7,0.701,0.299,0.709
A0850,0,Corporate,Senior,Retail,East,Near-Prime,712640.0,470320.0,464,4.98,4,1,1.52,0.354,0.646,0.319
A0851,0,Mortgage,Senior,SME,South,Near-Prime,17284.0,164661.0,621,16.3,11,0,0.1,0.385,0.615,0.352
A0852,1,Corporate,Senior,Retail,North,Subprime,523024.0,21100.0,277,14.28,22,1,3.0,0.485,0.515,0.455
A0853,0,None,Senior,SME,North,Prime,47153.0,248148.0,18,9.34,4,0,0.19,0.571,0.429,0.564
A0854,1,Corporate,Subordinated,Corporate,North,Near-Prime,573538.0,272231.0,65,10.76,17,1,2.11,0.608,0.392,0.571
A0855,0,None,Senior,SME,North,Near-Prime,921563.0,84220.0,166,8.55,8,0,3.0,0.617,0.383,0.603
A0856,0,Mortgage,Senior,Retail,West,Prime,968735.0,380232.0,584,14.11,34,0,2.55,0.593,0.407,0.566
A0857,0,Corporate,Senior,Retail,South,Prime,545147.0,492465.0,402,14.76,11,0,1.11,0.417,0.583,0.427
A0858,0,Vehicle,Senior,SME,South,Subprime,463623.0,472887.0,408,14.45,31,0,0.98,0.573,0.427,0.582
A0859,0,Corporate,Senior,SME,East,Subprime,945567.0,98553.0,111,13.84,11,0,3.0,0.723,0.277,0.717
A0860,0,Corporate,Senior,Corporate,South,Prime,676874.0,437682.0,273,6.07,21,0,1.55,0.525,0.475,0.487
A0861,1,Corporate,Subordinated,Corporate,South,Near-Prime,74250.0,352247.0,406,8.07,30,0,0.21,0.609,0.391,0.604
A0862,0,Corporate,Senior,SME,South,Prime,471068.0,226923.0,372,10.05,10,0,2.08,0.536,0.464,0.543
A0863,0,Mortgage,Subordinated,Retail,East,Near-Prime,247843.0,270305.0,596,7.96,26,1,0.92,0.38,0.62,0.396
A0864,0,Vehicle,Senior,Retail,North,Near-Prime,475106.0,424800.0,650,14.32,27,0,1.12,0.344,0.656,0.379
A0865,0,None,Senior,Retail,South,Near-Prime,460911.0,240067.0,38,7.94,8,1,1.92,0.564,0.436,0.586
A0866,0,None,Senior,Retail,East,Subprime,586323.0,186604.0,104,5.07,8,0,3.0,0.721,0.279,0.724
A0867,0,Mortgage,Senior,SME,East,Near-Prime,363203.0,246624.0,323,8.99,8,0,1.47,0.3,0.7,0.294
A0868,0,Mortgage,Subordinated,SME,West,Prime,172628.0,289565.0,413,17.7,34,0,0.6,0.661,0.339,0.646
A0869,1,Mortgage,Senior,SME,East,Near-Prime,508682.0,94539.0,428,6.39,16,0,3.0,0.623,0.377,0.65
A0870,1,Corporate,Senior,Retail,North,Prime,831901.0,450454.0,634,12.18,13,1,1.85,0.317,0.683,0.32
A0871,0,Corporate,Subordinated,Retail,South,Prime,667372.0,337093.0,60,9.49,23,0,1.98,0.883,0.117,0.896
A0872,0,Mortgage,Subordinated,Retail,East,Prime,344984.0,316634.0,611,4.07,12,1,1.09,0.449,0.551,0.437
A0873,0,Vehicle,Subordinated,Retail,North,Prime,936168.0,49748.0,306,10.32,27,1,3.0,0.587,0.413,0.562
A0874,0,Corporate,Senior,Corporate,East,Near-Prime,913085.0,302087.0,353,13.53,22,0,3.0,0.428,0.572,0.42
A0875,0,Corporate,Subordinated,Retail,East,Prime,217255.0,60480.0,392,10.7,32,1,3.0,0.517,0.483,0.511
A0876,0,Vehicle,Senior,SME,East,Near-Prime,49023.0,39349.0,203,16.08,27,0,1.25,0.317,0.683,0.321
A0877,1,Vehicle,Senior,Retail,East,Near-Prime,743896.0,263655.0,257,7.33,2,1,2.82,0.388,0.612,0.373
