account_id,report_date,age,employment_status,marital_status,dependents,region,internal_score,dpd,credit_utilization,macro_gdp_growth,macro_unemployment,macro_interest_rate,stage,pit_pd_12m,default_flag
3561,2027-10-01,22,Self-Employed,Married,2,North,570,37,0.48,2.63,4.4,1.78,2,0.1482,0
3562,2027-10-02,24,Employed,Single,2,South,500,98,1.2,3.71,6.68,2.24,3,0.1663,1
3563,2027-10-03,50,Retired,Single,4,West,695,95,1.46,0.79,2.34,2.74,3,0.12505,1
3564,2027-10-04,53,Retired,Single,4,North,677,71,0.07,1.16,3.43,3.24,2,0.1313,1
3565,2027-10-05,56,Employed,Married,1,North,834,43,1.49,2.13,5.87,3.0,2,0.09455000000000001,0
3566,2027-10-06,38,Employed,Divorced,0,West,387,90,0.38,1.73,4.48,2.65,3,0.20335,1
3567,2027-10-07,57,Employed,Married,3,West,697,95,0.63,1.68,5.45,3.26,3,0.13119999999999998,0
3568,2027-10-08,39,Retired,Widowed,3,West,481,35,1.17,0.69,5.8,2.13,2,0.19685,0
3569,2027-10-09,67,Employed,Single,3,West,582,97,1.0,1.54,3.02,3.18,3,0.1492,0
3570,2027-10-10,48,Employed,Divorced,1,West,832,24,1.17,1.55,3.01,2.85,1,0.08654999999999999,0
3571,2027-10-11,60,Employed,Married,1,East,860,94,0.7,2.22,6.73,3.34,3,0.09145,1
3572,2027-10-12,40,Self-Employed,Single,2,East,489,41,1.37,1.09,4.42,3.25,2,0.18395,0
3573,2027-10-13,69,Employed,Widowed,0,West,504,110,1.18,2.89,3.99,3.38,3,0.16005000000000003,0
3574,2027-10-14,53,Employed,Single,2,West,343,12,0.46,0.74,5.56,2.69,1,0.22964999999999997,1
3575,2027-10-15,32,Retired,Divorced,1,West,599,55,1.42,3.55,6.47,2.63,2,0.1421,0
3576,2027-10-16,35,Retired,Divorced,4,West,578,78,1.44,1.18,6.17,3.1,2,0.16954999999999998,0
3577,2027-10-17,61,Unemployed,Married,2,South,684,117,0.62,3.44,5.69,2.27,3,0.11805,0
3578,2027-10-18,59,Employed,Married,1,South,610,50,0.98,1.25,6.74,4.11,2,0.1637,0
3579,2027-10-19,22,Employed,Single,1,West,827,49,1.22,2.83,5.76,3.8,2,0.08875,0
3580,2027-10-20,49,Self-Employed,Married,4,West,573,76,1.23,1.64,4.17,2.22,2,0.1562,0
3581,2027-10-21,61,Employed,Single,4,North,781,51,0.02,2.08,5.39,3.11,2,0.1059,0
3582,2027-10-22,30,Retired,Married,4,West,750,115,0.94,2.6,6.18,3.59,3,0.1124,0
3583,2027-10-23,22,Self-Employed,Married,0,West,831,32,1.46,1.67,3.79,2.8,2,0.0895,1
3584,2027-10-24,31,Employed,Divorced,1,East,830,94,0.35,0.1,4.15,2.63,3,0.10725000000000001,0
3585,2027-10-25,33,Retired,Single,4,South,824,24,1.19,1.36,5.3,3.59,1,0.10189999999999999,0
3586,2027-10-26,30,Retired,Married,0,West,316,111,0.8,1.49,6.03,3.68,3,0.23124999999999998,0
3587,2027-10-27,34,Employed,Divorced,3,South,329,57,0.33,3.73,4.97,2.19,2,0.20029999999999998,0
3588,2027-10-28,38,Employed,Married,3,South,769,39,0.08,1.95,5.39,3.06,2,0.11019999999999999,0
3589,2027-10-29,29,Employed,Single,3,North,603,86,1.14,2.17,1.27,2.94,2,0.12890000000000001,0
3590,2027-10-30,59,Employed,Single,1,South,854,37,0.47,1.88,7.4,2.12,2,0.0997,0
3591,2027-10-31,48,Employed,Single,0,South,392,2,0.56,2.22,6.16,2.2,1,0.2056,0
3592,2027-11-01,23,Self-Employed,Married,0,West,877,115,0.73,0.76,6.09,2.54,3,0.0986,0
3593,2027-11-02,40,Retired,Married,3,East,883,15,0.76,1.31,5.96,3.01,1,0.09095,0
3594,2027-11-03,26,Employed,Widowed,2,West,461,1,0.31,2.66,6.1,3.65,1,0.18365,0
3595,2027-11-04,47,Employed,Single,3,West,627,22,1.01,1.78,7.09,1.61,1,0.1559,0
3596,2027-11-05,22,Self-Employed,Single,1,East,553,97,1.04,1.9,6.68,3.06,3,0.17115000000000002,0
3597,2027-11-06,49,Employed,Married,3,East,739,29,0.21,1.98,5.64,2.52,1,0.11865,0
3598,2027-11-07,58,Unemployed,Married,3,North,870,110,0.8,2.69,6.21,3.27,3,0.08165,0
3599,2027-11-08,23,Employed,Divorced,0,East,843,9,0.91,1.36,5.42,3.51,1,0.09775,0
3600,2027-11-09,36,Employed,Married,3,West,419,64,0.28,2.1,3.86,3.52,2,0.18855,0
3601,2027-11-10,50,Employed,Married,4,East,813,21,1.34,-0.15,4.24,2.95,1,0.11445000000000001,0
3602,2027-11-11,60,Unemployed,Married,4,East,848,51,0.72,0.39,4.37,2.83,2,0.10095,0
3603,2027-11-12,22,Employed,Divorced,2,East,396,110,0.17,1.75,4.74,3.67,3,0.2022,1
3604,2027-11-13,37,Unemployed,Married,1,South,669,55,0.5,0.89,4.64,2.83,2,0.14205,0
3605,2027-11-14,61,Employed,Single,1,North,716,32,0.72,2.98,3.27,3.03,2,0.10255,0
3606,2027-11-15,32,Employed,Single,0,South,556,88,0.02,0.93,5.32,2.77,2,0.1733,0
3607,2027-11-16,55,Employed,Single,1,South,427,85,0.05,1.87,6.11,3.17,2,0.2001,0
3608,2027-11-17,63,Retired,Married,2,North,658,79,0.08,2.8,4.3,2.32,2,0.12400000000000001,0
3609,2027-11-18,21,Retired,Single,4,South,455,29,0.81,2.49,4.51,2.85,1,0.1789,0
3610,2027-11-19,65,Employed,Single,0,East,356,81,0.5,1.46,6.13,3.05,2,0.22204999999999997,0
3611,2027-11-20,35,Employed,Single,4,North,881,23,1.34,1.61,5.28,3.52,1,0.08505,0
3612,2027-11-21,46,Employed,Married,2,South,855,4,0.84,2.47,6.32,2.91,1,0.08815,0
3613,2027-11-22,57,Employed,Single,0,West,375,52,1.14,2.81,6.1,1.77,2,0.20365,0
3614,2027-11-23,41,Employed,Married,3,South,457,100,1.03,3.5,3.81,2.7,3,0.16479999999999997,0
3615,2027-11-24,69,Retired,Single,1,West,384,54,0.78,2.81,5.34,3.73,2,0.1976,0
3616,2027-11-25,51,Retired,Single,2,East,621,22,1.12,2.69,5.9,3.08,1,0.14235000000000003,0
3617,2027-11-26,45,Employed,Married,0,West,608,105,0.82,2.34,3.96,2.64,3,0.1394,0
3618,2027-11-27,43,Employed,Single,4,South,829,90,0.58,2.12,3.25,2.5,3,0.08280000000000001,0
3619,2027-11-28,44,Unemployed,Single,0,South,583,118,0.65,1.63,4.97,3.19,3,0.1578,0
3620,2027-11-29,58,Unemployed,Single,3,South,341,75,1.26,2.5,1.85,2.66,2,0.19399999999999998,0
3621,2027-11-30,48,Employed,Divorced,2,North,433,9,0.84,1.76,0.02,3.01,1,0.16924999999999998,0
3622,2027-12-01,41,Employed,Married,0,North,703,97,0.57,2.7,5.9,2.62,3,0.12175,0
3623,2027-12-02,63,Employed,Single,2,South,792,119,0.27,2.72,3.86,2.55,3,0.0891,0
3624,2027-12-03,38,Employed,Single,2,South,521,32,0.74,2.47,4.55,2.81,2,0.1628,0
3625,2027-12-04,56,Employed,Widowed,4,East,528,79,0.38,1.38,5.36,2.94,2,0.176,1
3626,2027-12-05,55,Employed,Married,1,North,751,92,1.43,1.91,4.94,2.97,3,0.11285,1
3627,2027-12-06,65,Self-Employed,Married,3,North,605,61,0.74,3.08,3.85,2.86,2,0.1322,0
3628,2027-12-07,29,Employed,Married,0,North,418,81,0.01,0.29,7.94,3.55,2,0.2273,0
3629,2027-12-08,58,Employed,Married,1,West,623,26,0.14,2.19,4.88,2.8,1,0.14175,0
3630,2027-12-09,50,Employed,Married,4,South,458,6,0.43,2.76,9.14,3.72,1,0.1986,0
3631,2027-12-10,64,Unemployed,Married,1,East,538,99,0.14,2.43,3.59,2.92,3,0.15415,0
3632,2027-12-11,54,Unemployed,Married,2,East,695,26,1.34,4.07,4.43,2.67,1,0.10269999999999999,0
3633,2027-12-12,52,Employed,Single,2,South,619,73,1.28,0.39,5.04,3.15,2,0.16155000000000003,1
3634,2027-12-13,23,Employed,Divorced,3,South,488,9,1.46,0.82,5.11,3.37,1,0.19035000000000002,0
3635,2027-12-14,23,Retired,Married,0,East,608,74,1.06,2.18,6.49,2.59,2,0.15365,0
3636,2027-12-15,48,Employed,Single,0,West,548,56,0.97,2.93,1.51,2.28,2,0.13624999999999998,0
3637,2027-12-16,64,Employed,Divorced,4,East,837,29,1.39,2.06,7.29,3.5,1,0.10160000000000001,0
3638,2027-12-17,35,Employed,Divorced,3,West,805,2,1.42,3.32,2.19,3.67,1,0.07150000000000001,0
3639,2027-12-18,61,Employed,Widowed,0,West,693,28,1.32,1.42,3.83,3.27,1,0.12669999999999998,0
3640,2027-12-19,43,Employed,Divorced,2,North,705,13,1.29,1.73,5.08,2.63,1,0.12685000000000002,0
3641,2027-12-20,60,Retired,Widowed,3,South,480,76,1.01,2.76,5.62,2.92,2,0.17550000000000002,1
3642,2027-12-21,31,Self-Employed,Single,1,North,320,82,0.0,1.65,4.7,2.4,2,0.22199999999999998,1
3643,2027-12-22,68,Employed,Married,3,West,882,24,0.64,2.94,4.28,3.52,1,0.0665,0
3644,2027-12-23,52,Retired,Married,3,East,893,9,0.95,2.69,5.01,3.11,1,0.0699,0
3645,2027-12-24,56,Employed,Single,0,North,454,78,0.82,1.58,4.4,3.22,2,0.18769999999999998,0
3646,2027-12-25,53,Employed,Single,4,East,858,91,1.23,2.3,6.63,3.06,3,0.09065000000000001,0
3647,2027-12-26,44,Self-Employed,Widowed,4,West,493,103,1.23,1.52,6.04,3.0,3,0.18674999999999997,0
3648,2027-12-27,59,Self-Employed,Single,0,East,523,48,0.9,1.11,5.67,3.1,2,0.1815,0
3649,2027-12-28,54,Employed,Divorced,0,North,698,37,0.03,1.61,6.53,3.0,2,0.13705,0
3650,2027-12-29,48,Employed,Single,0,West,579,70,0.55,1.82,5.52,3.58,2,0.15965000000000001,1
3651,2027-12-30,57,Self-Employed,Single,4,South,309,13,0.34,2.11,4.64,2.3,1,0.21985,0
3652,2027-12-31,27,Self-Employed,Married,0,North,675,29,0.51,1.89,2.59,2.57,1,0.1203,0
3653,2028-01-01,24,Self-Employed,Single,1,North,771,39,0.93,0.24,7.8,2.82,2,0.13885000000000003,0
3654,2028-01-02,57,Employed,Married,1,South,451,11,0.1,2.99,6.68,2.91,1,0.18574999999999997,0
3655,2028-01-03,21,Employed,Married,2,West,423,91,0.03,0.3,3.19,3.5,3,0.2022,0
3656,2028-01-04,21,Employed,Single,1,South,852,113,0.66,2.19,6.1,2.32,3,0.09060000000000001,0
3657,2028-01-05,67,Employed,Single,3,North,723,13,1.19,1.26,5.69,3.27,1,0.1301,0
3658,2028-01-06,40,Retired,Single,2,West,822,0,0.05,2.15,3.59,2.93,1,0.08595,0
3659,2028-01-07,39,Employed,Single,1,East,812,67,1.27,1.78,7.08,3.43,2,0.10959999999999999,1
3660,2028-01-08,49,Employed,Married,3,North,470,48,0.58,2.35,5.25,3.2,2,0.18025000000000002,0
3661,2028-01-09,30,Unemployed,Married,1,East,864,17,0.18,2.52,3.28,2.94,1,0.0702,1
3662,2028-01-10,38,Employed,Single,3,South,424,114,0.85,3.04,3.17,2.5,3,0.17445,1
3663,2028-01-11,48,Employed,Married,0,West,474,35,1.43,2.77,5.62,3.17,2,0.1769,0
3664,2028-01-12,55,Unemployed,Single,3,South,803,63,0.81,2.04,3.57,2.8,2,0.0917,0
3665,2028-01-13,63,Unemployed,Single,0,East,684,95,1.03,2.94,3.9,2.95,3,0.11410000000000001,0
3666,2028-01-14,67,Self-Employed,Single,3,North,870,27,1.22,1.49,5.64,3.39,1,0.0908,0
3667,2028-01-15,51,Employed,Divorced,3,West,405,91,1.2,3.68,4.01,3.74,3,0.177,0
3668,2028-01-16,47,Self-Employed,Divorced,1,South,827,101,0.11,1.41,4.3,2.18,3,0.09565,0
3669,2028-01-17,31,Unemployed,Married,3,East,337,31,1.11,1.53,3.82,3.39,2,0.21455,0
3670,2028-01-18,69,Employed,Single,1,East,694,71,1.42,0.18,6.01,3.65,2,0.14975,0
3671,2028-01-19,69,Employed,Single,3,North,776,24,1.05,1.33,6.86,2.92,1,0.122,0
3672,2028-01-20,58,Unemployed,Married,4,East,766,46,1.25,1.73,2.44,2.42,2,0.09839999999999999,0
3673,2028-01-21,25,Employed,Married,2,West,804,19,0.73,1.73,3.52,3.18,1,0.0943,0
3674,2028-01-22,28,Unemployed,Widowed,1,East,614,32,0.48,3.68,1.63,2.91,2,0.11285,0
3675,2028-01-23,54,Employed,Single,1,North,584,29,1.01,2.58,5.19,4.76,1,0.14915,0
3676,2028-01-24,68,Employed,Single,0,South,763,36,0.74,2.94,5.31,3.17,2,0.10139999999999999,0
3677,2028-01-25,32,Employed,Married,4,West,563,79,1.34,2.0,3.58,2.76,2,0.15215,0
3678,2028-01-26,58,Unemployed,Married,0,South,728,52,1.46,1.3,4.34,2.27,2,0.1217,0
3679,2028-01-27,21,Employed,Married,4,South,664,88,1.23,4.18,5.69,2.51,2,0.11565,0
3680,2028-01-28,51,Employed,Married,4,East,480,101,1.49,1.9,7.33,3.44,3,0.19265,0
3681,2028-01-29,24,Self-Employed,Widowed,3,East,543,116,0.52,2.64,3.89,2.13,3,0.1523,0
3682,2028-01-30,69,Unemployed,Married,0,North,612,105,1.34,1.05,5.16,2.15,3,0.1573,0
3683,2028-01-31,65,Retired,Divorced,2,East,375,73,0.49,0.83,5.82,3.5,2,0.22205000000000003,1
3684,2028-02-01,25,Employed,Widowed,4,East,561,68,0.18,3.5,7.7,2.81,2,0.15825,0
3685,2028-02-02,50,Employed,Married,4,South,530,7,0.93,2.43,5.6,2.87,1,0.16620000000000001,0
3686,2028-02-03,44,Retired,Single,1,West,679,96,0.68,1.78,7.86,3.29,3,0.14675,0
3687,2028-02-04,23,Self-Employed,Single,3,East,608,100,1.38,1.81,2.84,2.88,3,0.1391,0
3688,2028-02-05,31,Employed,Married,2,West,687,0,0.74,0.96,5.62,2.2,1,0.14175,1
3689,2028-02-06,65,Employed,Married,4,East,624,94,1.39,1.44,4.6,2.67,3,0.1476,0
3690,2028-02-07,24,Unemployed,Divorced,1,East,755,6,0.12,2.43,4.96,3.23,1,0.10675,0
3691,2028-02-08,46,Employed,Single,0,North,811,61,1.25,2.05,3.18,3.03,2,0.08765,0
3692,2028-02-09,47,Self-Employed,Single,4,East,642,110,1.14,2.75,6.83,3.75,3,0.14115,0
3693,2028-02-10,66,Employed,Married,1,North,815,86,1.08,-0.74,5.87,3.21,2,0.128,0
3694,2028-02-11,63,Employed,Single,0,South,741,57,0.53,2.17,5.32,2.57,2,0.11465,0
3695,2028-02-12,47,Self-Employed,Single,3,West,848,87,1.18,2.78,2.43,3.7,2,0.06735000000000001,0
3696,2028-02-13,62,Employed,Single,0,East,882,77,0.72,-0.21,6.37,3.74,2,0.10845000000000002,0
3697,2028-02-14,26,Employed,Married,4,North,561,86,1.07,0.97,4.0,2.65,2,0.16505,0
3698,2028-02-15,35,Employed,Single,2,South,762,72,0.83,0.55,3.82,3.28,2,0.11810000000000001,0
3699,2028-02-16,50,Employed,Divorced,0,East,526,7,0.24,3.3,2.74,3.33,1,0.1442,0
3700,2028-02-17,62,Unemployed,Married,2,North,822,63,0.1,2.07,4.5,3.17,2,0.0913,1
3701,2028-02-18,57,Unemployed,Divorced,2,North,488,7,0.55,2.14,4.17,2.31,1,0.17245,0
3702,2028-02-19,57,Unemployed,Married,0,South,508,2,1.4,3.13,7.01,4.49,1,0.17174999999999999,0
3703,2028-02-20,62,Employed,Single,3,East,312,57,0.79,1.89,3.49,2.79,2,0.21555,1
3704,2028-02-21,57,Employed,Single,0,East,461,31,1.2,1.35,3.92,3.18,2,0.18585000000000002,1
3705,2028-02-22,55,Employed,Single,1,West,871,115,0.86,2.17,4.11,3.46,3,0.0761,0
3706,2028-02-23,43,Retired,Married,2,East,792,67,1.44,2.43,3.77,2.79,2,0.09155,0
3707,2028-02-24,26,Unemployed,Single,4,North,734,48,0.55,0.87,3.01,3.62,2,0.11785000000000001,0
3708,2028-02-25,24,Unemployed,Single,2,West,304,37,0.09,3.57,5.97,3.0,2,0.21314999999999998,0
3709,2028-02-26,38,Employed,Married,4,West,501,1,1.17,0.11,4.74,2.68,1,0.19235000000000002,0
3710,2028-02-27,29,Employed,Single,1,East,715,8,1.06,2.33,4.19,2.29,1,0.1139,0
3711,2028-02-28,69,Employed,Single,1,West,311,45,0.79,3.67,4.02,2.81,2,0.20065,0
3712,2028-02-29,49,Employed,Married,1,North,696,64,0.49,2.12,5.19,3.18,2,0.12575,0
3713,2028-03-01,33,Employed,Divorced,0,North,640,48,0.28,-0.05,4.03,2.84,2,0.15565,0
3714,2028-03-02,67,Retired,Single,2,South,672,74,0.72,3.49,4.9,3.33,2,0.11660000000000001,0
3715,2028-03-03,37,Employed,Single,4,North,677,28,1.0,1.52,5.72,3.83,1,0.13915,0
3716,2028-03-04,65,Employed,Widowed,1,South,524,89,0.87,2.78,5.52,2.85,2,0.1638,0
3717,2028-03-05,52,Employed,Single,1,West,481,90,0.66,2.42,7.16,3.57,3,0.18635000000000002,0
3718,2028-03-06,68,Retired,Widowed,4,South,596,101,0.81,1.98,6.47,3.09,3,0.15855,1
3719,2028-03-07,42,Self-Employed,Single,2,East,606,28,0.16,-0.06,5.5,3.15,1,0.1716,0
3720,2028-03-08,24,Self-Employed,Divorced,2,South,730,32,1.04,2.41,5.57,3.01,2,0.11625000000000002,0
3721,2028-03-09,25,Retired,Single,4,East,417,27,1.1,2.74,7.94,3.2,1,0.20304999999999998,0
3722,2028-03-10,57,Employed,Divorced,3,West,651,94,0.02,0.4,3.8,2.59,3,0.14725,0
3723,2028-03-11,61,Self-Employed,Single,2,South,887,82,0.41,3.67,5.75,2.64,2,0.0653,0
3724,2028-03-12,69,Employed,Married,4,North,345,111,0.14,1.61,3.71,2.7,3,0.2112,1
3725,2028-03-13,33,Employed,Single,4,East,526,25,1.5,3.82,6.25,2.13,1,0.15655,0
3726,2028-03-14,54,Unemployed,Single,1,West,655,113,0.89,2.67,5.96,2.39,3,0.13435,0
3727,2028-03-15,65,Unemployed,Married,4,North,593,28,0.7,2.02,4.63,2.95,1,0.1497,0
3728,2028-03-16,42,Employed,Married,0,East,539,10,0.69,2.1,6.95,2.71,1,0.174,0
3729,2028-03-17,43,Employed,Divorced,1,West,647,104,1.45,2.98,5.09,2.98,3,0.12890000000000001,0
3730,2028-03-18,23,Employed,Married,1,West,440,95,0.99,3.53,5.5,3.31,3,0.17720000000000002,1
3731,2028-03-19,62,Employed,Divorced,2,North,503,84,0.25,1.03,2.58,3.12,2,0.17185,0
3732,2028-03-20,54,Employed,Married,3,West,568,101,0.67,1.4,8.38,2.95,3,0.1809,1
3733,2028-03-21,52,Employed,Widowed,2,South,612,33,1.16,3.66,3.45,2.08,2,0.12265,0
3734,2028-03-22,65,Employed,Widowed,0,West,717,103,0.64,1.12,3.13,3.02,3,0.1202,0
3735,2028-03-23,69,Unemployed,Single,1,East,436,85,0.46,2.02,5.93,2.66,2,0.19544999999999998,0
3736,2028-03-24,41,Employed,Divorced,1,East,650,47,1.49,1.31,5.26,3.35,2,0.1457,0
3737,2028-03-25,66,Employed,Married,4,East,460,26,1.4,2.74,2.7,2.6,1,0.16609999999999997,0
3738,2028-03-26,64,Employed,Single,3,South,472,71,1.41,-0.46,3.71,2.43,2,0.20015,0
3739,2028-03-27,41,Unemployed,Married,3,North,429,39,0.2,2.73,4.39,3.71,2,0.18239999999999998,0
3740,2028-03-28,64,Employed,Single,4,South,378,109,0.35,3.16,3.89,2.1,3,0.18835,0
3741,2028-03-29,31,Employed,Married,0,South,868,30,0.66,2.66,5.29,3.84,2,0.07785,1
3742,2028-03-30,59,Employed,Single,3,South,356,64,1.25,1.17,6.4,3.05,2,0.2263,0
3743,2028-03-31,24,Unemployed,Single,1,West,699,38,1.11,-1.54,8.3,2.83,2,0.17715,0
3744,2028-04-01,21,Self-Employed,Married,0,North,662,97,1.27,1.32,2.7,2.78,3,0.1298,1
3745,2028-04-02,48,Unemployed,Married,2,West,634,110,1.38,2.65,4.9,3.44,3,0.1345,1
3746,2028-04-03,44,Retired,Divorced,2,South,433,23,1.17,1.98,5.13,3.11,1,0.1926,0
3747,2028-04-04,55,Unemployed,Widowed,0,East,313,91,0.39,2.88,5.11,3.09,3,0.2135,1
3748,2028-04-05,33,Self-Employed,Married,1,South,582,113,0.43,1.78,5.3,2.97,3,0.1582,0
3749,2028-04-06,67,Employed,Single,2,North,720,67,0.53,1.73,5.12,2.77,2,0.12329999999999999,1
3750,2028-04-07,54,Employed,Married,1,East,426,81,0.45,3.6,6.74,3.63,2,0.18619999999999998,0
3751,2028-04-08,31,Retired,Married,4,North,517,92,0.37,1.31,5.58,2.76,3,0.18055,0
3752,2028-04-09,56,Employed,Married,3,South,788,22,1.13,2.65,2.73,2.36,1,0.08515,0
3753,2028-04-10,37,Employed,Single,0,North,559,100,0.05,2.78,3.02,3.15,3,0.14255,1
3754,2028-04-11,55,Self-Employed,Married,3,West,517,60,1.09,4.37,6.36,2.28,2,0.15385,0
3755,2028-04-12,38,Employed,Single,4,East,788,26,1.24,3.66,5.74,3.74,1,0.09010000000000001,0
3756,2028-04-13,60,Self-Employed,Married,2,North,742,15,0.1,2.55,4.59,3.21,1,0.10694999999999999,0
3757,2028-04-14,42,Self-Employed,Married,1,East,398,44,0.09,2.71,5.71,1.94,2,0.19695,0
3758,2028-04-15,44,Employed,Divorced,1,East,481,26,0.43,3.26,5.92,3.19,1,0.17175,0
3759,2028-04-16,39,Unemployed,Married,4,South,468,72,0.31,1.36,6.52,2.81,2,0.197,0
3760,2028-04-17,57,Employed,Single,0,South,532,4,0.87,3.76,4.65,3.64,1,0.14765,0
3761,2028-04-18,59,Employed,Divorced,3,East,392,58,1.01,1.97,6.2,2.93,2,0.20829999999999999,1
3762,2028-04-19,41,Employed,Married,2,North,771,71,0.95,2.68,4.81,2.94,2,0.0995,0
3763,2028-04-20,28,Self-Employed,Single,0,East,815,81,0.54,2.36,2.79,2.8,2,0.0816,0
3764,2028-04-21,48,Unemployed,Married,4,South,384,34,0.75,1.24,5.58,2.85,2,0.2145,0
3765,2028-04-22,25,Employed,Single,4,North,818,69,0.96,1.62,6.9,1.96,2,0.10880000000000001,0
3766,2028-04-23,37,Self-Employed,Married,1,East,680,106,0.18,1.2,6.17,2.72,3,0.14385,0
3767,2028-04-24,57,Employed,Married,2,South,706,86,0.34,2.22,6.8,2.5,2,0.13029999999999997,1
3768,2028-04-25,56,Retired,Married,0,East,531,45,1.34,0.47,5.26,2.79,2,0.18385,0
3769,2028-04-26,39,Employed,Single,1,East,550,89,0.51,1.01,3.73,3.55,2,0.16605000000000003,0
3770,2028-04-27,47,Unemployed,Single,2,East,384,55,1.2,1.56,5.29,3.81,2,0.20985,1
3771,2028-04-28,54,Employed,Widowed,3,North,618,114,0.38,1.84,4.44,3.1,3,0.1443,0
3772,2028-04-29,31,Employed,Married,3,South,492,102,0.06,3.46,5.49,2.7,3,0.16485000000000002,1
3773,2028-04-30,65,Employed,Single,1,South,599,23,0.75,2.99,5.09,2.29,1,0.1408,0
3774,2028-05-01,67,Unemployed,Single,0,West,657,9,1.34,1.88,6.54,2.75,1,0.14465,0
3775,2028-05-02,32,Employed,Single,2,East,856,78,1.23,3.81,2.93,2.38,2,0.057550000000000004,0
3776,2028-05-03,41,Retired,Married,3,East,752,37,0.38,2.34,1.49,2.89,2,0.09104999999999999,0
3777,2028-05-04,31,Employed,Married,3,West,862,83,1.36,2.67,5.12,2.97,2,0.0784,0
3778,2028-05-05,59,Employed,Married,0,East,805,92,0.72,0.11,4.47,3.09,3,0.11499999999999999,1
3779,2028-05-06,48,Employed,Married,1,North,364,69,0.07,1.06,4.22,3.05,2,0.21449999999999997,1
3780,2028-05-07,25,Unemployed,Married,4,West,865,47,0.04,3.05,3.94,2.04,2,0.06795000000000001,1
3781,2028-05-08,37,Employed,Married,2,South,521,8,0.73,2.65,4.95,2.52,1,0.163,0
3782,2028-05-09,40,Unemployed,Single,3,East,765,114,0.82,3.8,5.62,2.53,3,0.09385000000000002,0
3783,2028-05-10,61,Retired,Married,4,South,371,49,0.12,3.72,5.82,2.78,2,0.19415,0
3784,2028-05-11,66,Retired,Widowed,0,East,773,68,1.38,1.47,0.73,3.05,2,0.0907,0
3785,2028-05-12,32,Employed,Married,1,West,318,47,1.08,3.15,4.84,2.62,2,0.2082,0
3786,2028-05-13,26,Self-Employed,Married,2,South,821,38,1.2,1.02,2.33,4.58,2,0.0912,0
3787,2028-05-14,37,Unemployed,Married,0,East,714,82,0.88,0.41,6.34,3.61,2,0.1441,0
3788,2028-05-15,39,Employed,Divorced,1,North,663,4,1.0,2.32,5.93,2.48,1,0.1357,0
3789,2028-05-16,46,Self-Employed,Married,0,West,827,83,0.58,2.77,3.4,3.66,2,0.07755000000000001,0
3790,2028-05-17,68,Employed,Single,3,East,379,10,1.02,2.33,5.13,3.83,1,0.20259999999999997,0
3791,2028-05-18,64,Employed,Widowed,3,East,489,118,1.47,2.96,2.0,2.37,3,0.15315,1
3792,2028-05-19,64,Employed,Divorced,4,East,447,113,0.97,1.42,5.66,2.41,3,0.19734999999999997,0
3793,2028-05-20,52,Employed,Single,0,West,742,59,0.51,3.02,5.68,3.06,2,0.10769999999999999,0
3794,2028-05-21,26,Employed,Married,3,East,564,26,0.43,1.48,6.14,3.53,1,0.1699,1
3795,2028-05-22,56,Employed,Married,1,East,808,92,1.45,4.39,5.93,3.16,3,0.07875,0
3796,2028-05-23,58,Self-Employed,Single,4,South,600,6,0.28,2.86,4.19,2.14,1,0.13735,0
3797,2028-05-24,31,Employed,Widowed,2,South,765,59,1.21,3.58,3.46,2.6,2,0.08525,0
3798,2028-05-25,53,Employed,Married,0,West,664,49,0.7,0.76,3.96,2.71,2,0.1412,1
3799,2028-05-26,44,Employed,Divorced,3,West,698,66,0.67,1.58,4.81,3.42,2,0.12875,0
3800,2028-05-27,43,Self-Employed,Single,1,North,792,68,1.12,1.91,3.1,2.29,2,0.0934,0
3801,2028-05-28,35,Self-Employed,Married,0,East,841,54,0.22,0.84,4.48,2.37,2,0.09875000000000002,0
3802,2028-05-29,47,Self-Employed,Single,1,South,779,76,0.7,3.61,4.48,3.03,2,0.08655000000000002,0
3803,2028-05-30,31,Unemployed,Married,4,South,467,15,0.05,2.06,6.68,3.0,1,0.19105,0
3804,2028-05-31,37,Employed,Married,3,East,390,117,1.01,0.49,5.71,3.45,3,0.22114999999999999,0
3805,2028-06-01,34,Unemployed,Married,3,East,599,11,0.09,1.5,3.92,2.69,1,0.14985,0
3806,2028-06-02,47,Employed,Single,4,West,473,102,0.13,0.88,5.44,3.54,3,0.19515,1
3807,2028-06-03,38,Employed,Single,1,North,672,26,1.27,2.75,5.63,3.46,1,0.12764999999999999,0
3808,2028-06-04,48,Self-Employed,Single,0,North,323,117,0.66,2.61,2.4,2.95,3,0.20015,0
3809,2028-06-05,67,Employed,Single,1,West,500,108,0.3,2.65,8.11,2.73,3,0.18405,0
3810,2028-06-06,67,Self-Employed,Married,0,West,306,32,0.89,2.98,4.73,3.84,2,0.21234999999999998,0
3811,2028-06-07,24,Self-Employed,Married,4,South,305,78,0.78,4.2,3.65,3.23,2,0.19499999999999998,0
3812,2028-06-08,27,Employed,Married,2,West,460,84,0.62,3.81,5.03,2.86,2,0.16704999999999998,0
3813,2028-06-09,65,Employed,Married,0,North,896,107,1.36,1.55,3.62,2.51,3,0.07360000000000001,0
3814,2028-06-10,55,Employed,Single,3,South,547,80,1.12,4.13,2.36,3.65,2,0.12875000000000003,0
3815,2028-06-11,68,Retired,Single,3,North,465,54,0.23,1.8,5.84,2.68,2,0.18995,0
